Date,Timefile,Time,Frame,Size (cm),Direction,Notes,
June 25,23:50,23:58:31,2363/2788,52,up,,
June 25,23:50,23:58:31,2363/2788,54,up,,
June 25,23:50,23:58:31,2363/2788,59,up,,
June 25,23:50,23:58:39,2404/2788,53,up,,
June 25,23:50,23:58:45,2431/2788,53,up,,
June 25,23:50,23:58:47,2445/2788,52,up,,
June 26,00:00,00:00:33,149/2800,55,up,,
June 26,00:00,00:00:58,270/2800,56,up,,
June 26,00:00,00:00:58,270/2800,55,up,,
June 26,00:00,00:01:08,312/2800,49,up,,
June 26,00:00,00:06:18,1758/2800,59,up,,
June 26,00:00,00:07:16,2028/2800,54,up,,
June 26,00:00,00:07:16,2028/2800,45,up,,
June 26,00:00,00:07:16,2037/2800,45,up,,
June 26,00:00,00:07:18,2037/2800,45,up,,
June 26,00:00,00:07:18,2193/2800,52,up,,
June 26,00:00,00:07:50,2581/2800,46,up,,
June 26,00:00,00:09:14,217/2798,50,up,,
June 26,00:20,00:20:48,65/2798,53,down,,
June 26,00:20,00:22:21,744/2798,51,up,,
June 26,00:20,00:22:58,822/2798,49,up,,
June 26,00:20,00:25:11,1445/2798,45,up,,
June 26,00:20,00:26:13,1728/2798,47,up,,
June 26,00:20,00:26:55,1929/2798,60,up,,
June 26,00:20,00:27:45,2163/2798,47,up,,
June 26,00:20,00:27:53,2201/2798,56,up,,
June 26,01:40,01:40:44,206/2809,49,up,,
June 26,01:40,01:48:00,2247/2809,58,up,,
June 26,01:00,01:02:13,612/2810,56,up,,
June 26,01:00,01:03:49,1061/2810,55,up,,
June 26,01:00,01:06:27,1803/2810,46,up,,
June 26,01:00,01:07:14,2023/2810,45,up,,
June 26,01:00,01:08:30,2383/2810,55,up,,
June 26,01:00,01:08:30,2383/2810,55,up,,
June 26,01:00,01:09:03,2544/2810,57,up,,
June 26,01:00,01:09:10,2574/2810,53,down,,
June 26,02:10,02:11:15,347/2808,46,down,,
June 26,02:10,02:11:56,538/2808,49,up,,
June 26,02:10,02:15:37,1572/2808,46,down,,
June 26,02:10,02:15:59,1571/2808,57,up,,
June 26,02:10,02:16:37,1854/2808,53,up,,
June 26,02:40,02:41:12,335/2796,45,up,,
June 26,02:40,02:42:11,610/2796,47,up,,
June 26,02:40,02:42:23,664/2796,49,up,,
June 26,02:40,02:45:33,1562/2796,45,up,,
June 26,02:40,02:46:27,1807/2796,50,up,,
June 26,02:40,02:46:34,1838/2796,56,up,,
June 26,02:40,02:49:11,2568/2796,49,up,,
June 26,03:00,03:02:31,709/2809,50,↻,,
June 26,03:00,03:05:09,1446/2809,55,up,,
June 26,03:00,03:08:07,2284/2809,50,up,,
June 26,03:00,03:08:36,2416/2809,46,up,,
June 26,03:30,03:33:00,838/2791,52,up,,
June 26,03:30,03:35:53,1648/2791,45,up,,
June 26,03:30,03:38:38,2408/2791,50,up,,
June 26,04:10,04:10:15,69/2803,59,down,,
June 26,04:10,04:10:15,69/2803,59,down,,
June 26,04:10,04:14:28,1243/2803,55,down,,
June 26,04:10,04:14:28,1246/2803,51,down,,
June 26,04:10,04:14:33,1268/2803,56,up,,
June 26,04:10,04:17:24,2067/2803,58,up,,
June 26,04:10,04:17:48,2182/2803,46,up,,
June 26,04:10,04:17:48,2182/2803,45,up,,
June 26,04:10,04:19:01,2530/2803,58,up,,
June 26,04:10,04:19:01,2530/2803,59,up,,
June 26,04:40,04:41:18,365/2803,50,up,,
June 26,04:40,04:41:18,365/2803,48,up,,
June 26,04:40,04:41:20,375/2803,50,up,,
June 26,04:40,04:41:20,375/2803,52,up,,
June 26,04:40,04:43:03,847/2803,54,up,,
June 26,04:40,04:44:00,1121/2803,51,up,,
June 26,04:40,04:46:04,1690/2803,58,up,,
June 26,04:40,04:46:04,1690/2803,55,up,,
June 26,04:40,04:46:04,1690/2803,55,up,,
June 26,05:00,05:01:02,275/2803,53,up,,
June 26,05:50,05:56:41,1878/2805,47,down,,
June 26,23:40,23:49:37,2693/2803,46,up,,
June 27,00:10,00:10:33,155/2790,58,up,,
June 27,00:10,00:10:36,169/2790,54,up,,
June 27,00:10,00:12:06,579/2790,55,up,,
June 27,00:10,00:12:28,687/2790,54,up,,
June 27,00:10,00:12:53,805/2790,51,up,,
June 27,00:10,00:16:39,1852/2790,56,up,,
June 27,00:10,00:17:26,2069/2790,58,up,,
June 27,00:10,00:18:45,2444/2790,45,up,,
June 27,00:10,00:18:48,2458/2790,49,up,,
June 27,00:10,00:18:53,2458/2790,52,up,,
June 27,00:10,00:19:24,2487/2790,49,up,,
June 27,00:50,00:55:39,2626/2790,55,up,,
June 27,00:50,00:55:43,1007/2766,56,up,,
June 27,00:50,00:55:43,1570/2766,52,up,,
June 27,00:50,00:59:08,2526/2766,57,up,,
June 27,01:40,01:42:30,700/2808,47,up,,
June 27,01:40,01:44:36,1301/2808,48,up,,
June 27,01:00,01:01:38,455/2783,46,up,,
June 27,01:00,01:03:15,911/2783,51,up,,
June 27,01:00,01:08:22,2332/2783,51,up,,
June 27,01:00,01:09:56,2769/2783,50,up,,
June 27,02:20,02:20:16,73/2784,49,up,,
June 27,02:20,02:21:02,273/2784,52,up,,
June 27,02:20,02:21:13,328/2784,57,up,,
June 27,02:20,02:21:52,509/2784,49,up,,
June 27,02:20,02:22:01,552/2784,46,up,,
June 27,02:20,02:27:44,2146/2784,54,up,,
June 27,02:40,02:41:03,290/2789,58,up,,
June 27,02:40,02:41:01,279/2789,54,up,,
June 27,02:40,02:42:09,593/2789,60,up,,
June 27,02:40,02:42:37,730/2789,51,up,,
June 27,02:40,02:46:15,1744/2789,46,up,,
June 27,02:40,02:47:16,2032/2789,45,up,,
June 27,02:40,02:49:16,2590/2789,50,up,,
June 27,02:40,02:49:23,2623/2789,51,up,,
June 27,03:40,03:40:39,167/2781,51,up,,
June 27,03:40,03:44:54,1355/2781,57,up,,
June 27,03:40,03:45:28,1507/2781,45,up,,
June 27,03:40,03:49:00,2501/2781,49,down,,
June 27,03:00,03:07:10,1997/2798,59,up,,
June 27,03:00,03:07:15,2025/2798,59,up,,
June 27,04:20,04:22:50,797/2798,51,up,,
June 27,04:20,04:27:03,1973/2798,59,up,,
June 27,04:20,04:29:57,2787/2788,50,up,,
June 27,04:20,04:29:57,2787/2788,47,up,,
June 27,04:20,04:29:57,2787/2788,52,up,,
June 27,04:00,04:01:58,541/2788,49,up,,
June 27,04:00,04:01:58,541/2788,54,up,,
June 27,04:00,04:02:22,659/2788,55,up,,
June 27,04:00,04:02:23,665/2788,46,up,,
June 27,04:00,04:04:46,1325/2788,45,up,,
June 27,04:00,04:07:01,1952/2788,45,up,,
June 27,04:00,04:07:01,1952/2788,47,up,,
June 27,04:00,04:08:59,2506/2788,47,up,,
June 27,11:50,11:50:03,11/2797,45,↻,,
June 27,11:50,11:50:03,11/2797,53,↻,,
June 27,11:50,11:50:03,11/2797,48,↻,,
June 27,11:50,11:50:57,262/2797,62,↻,,
June 27,11:50,11:52:51,797/2797,46,up,,
June 27,11:50,11:53:42,1036/2797,54,↻,,
June 27,11:50,11:54:29,1257/2797,52,↻,,
June 27,11:50,11:54:50,1354/2797,55,up,,
June 27,11:50,11:55:34,1559/2797,54,up,,
June 27,11:50,11:55:34,1559/2797,52,up,,
June 27,11:50,11:55:34,1559/2797,48,up,,
June 27,11:50,11:55:34,1559/2797,55,up,,
June 27,11:50,11:57:19,2045/2797,45,up,,
June 27,11:50,11:59:06,2550/2797,58,down,,
June 28,00:50,00:51:17,345/2806,58,up,,
June 28,00:50,00:51:47,488/2806,58,up,,
June 28,00:50,00:51:59,539/2806,65,,,
June 28,00:50,00:52:47,773/2806,50,up,,
June 28,00:50,00:53:15,899/2806,54,down,,
June 28,00:50,00:53:33,990/2806,46,down,,
June 28,00:50,00:54:02,1126/2806,50,up,,
June 28,00:50,00:55:10,1442/2806,50,up,,
June 28,00:50,00:55:10,1442/2806,47,up,,
June 28,00:50,00:57:39,2140/2806,52,up,,
June 28,00:50,00:57:42,2158/2806,50,up,,
June 28,00:00,00:02:36,715/2809,47,up,,
June 28,00:00,00:03:49,1061/2809,48,up,,
June 28,00:00,00:03:53,1080/2809,45,up,,
June 28,00:00,00:06:44,1894/2809,57,up,,
June 28,00:00,00:06:44,1894/2809,53,up,,
June 28,00:00,00:06:44,1894/2809,48,up,,
June 28,00:00,00:06:44,1894/2809,51,up,,
June 28,00:00,00:08:52,2498/2809,54,up,,
June 28,00:00,00:09:43,2729/2809,46,↻,,
June 28,00:00,00:09:43,2729/2809,54,up,,
June 28,00:00,00:09:43,2729/2809,49,up,,
June 28,00:00,00:09:51,2770/2809,46,up,,
June 28,01:20,01:20:30,142/2806,46,up,,
June 28,01:20,01:25:30,1546/2806,45,up,,
June 28,01:20,01:29:01,2536/2806,47,up,,
June 28,01:20,01:29:09,2574/2806,53,↺,,
June 28,01:20,01:29:11,2583/2806,47,up,,
June 28,01:20,01:28:58,2522/2806,50,up,,
June 28,01:10,01:11:14,325/2780,47,up,,
June 28,01:10,01:14:39,1284/2780,57,up,,
June 28,01:10,01:16:19,1755/2780,47,up,,
June 28,01:10,01:19:05,2529/2780,49,down,,
June 28,01:10,01:19:47,2729/2780,45,up,,
June 28,02:20,02:20:12,49/2804,49,down,,
June 28,02:20,02:20:12,385/2804,53,up,,
June 28,02:20,02:27:38,2137/2804,48,up,,
June 28,02:50,02:50:54,239/2799,54,up,,
June 28,02:50,02:51:35,436/2799,56,up,,
June 28,02:50,02:53:43,1033/2799,45,up,,
June 28,02:50,02:53:55,1094/2799,54,up,,
June 28,02:50,02:54:06,1143/2799,46,up,,
June 28,02:50,02:54:11,1160/2799,46,down,,
June 28,03:20,03:20:06,25/2804,57,up,,
June 28,03:20,03:22:08,593/2804,49,up,,
June 28,03:20,03:23:26,956/2804,54,up,,
June 28,03:20,03:24:42,1316/2804,51,up,,
June 28,03:20,03:24:42,1540/2804,47,up,,
June 28,03:40,03:41:35,428/2791,53,up,,
June 28,03:40,03:43:41,1021/2791,56,down,,
June 28,03:40,03:43:46,1033/2791,58,up,,
June 28,03:40,03:44:15,1178/2791,59,up,,
June 28,03:40,03:45:50,1615/2791,45,up,,
June 28,03:40,03:48:42,2426/2791,49,up,,
June 28,03:40,03:48:54,2482/2791,59,up,,
June 28,03:40,03:49:56,2776/2791,57,up,,
June 28,04:20,04:21:10,321/2804,54,up,,
June 28,04:20,04:21:12,330/2804,55,up,,
June 28,04:20,04:22:40,746/2804,47,up,,
June 28,04:20,04:22:40,746/2804,49,up,,
June 28,04:20,04:22:40,746/2804,54,up,,
June 28,04:20,04:22:41,751/2804,61,up,,
June 28,04:20,04:22:45,768/2809,52,up,,
June 28,04:20,04:22:45,768/2809,45,up,,
June 28,04:20,04:22:45,768/2809,46,up,,
June 28,04:20,04:23:54,1095/2809,49,down,,
June 28,04:20,04:27:10,2010/2804,49,up,,
June 28,04:20,04:27:10,2010/2804,46,up,,
June 28,04:20,04:27:10,2010/2804,45,up,,
June 28,04:20,04:27:13,2021/2804,47,up,,
June 28,04:20,04:27:59,2239/2804,55,up,,
June 28,04:20,04:27:59,2239/2804,57,up,,
June 28,04:50,04:50:53,242/2805,47,up,,
June 28,05:40,05:43:02,847/2808,47,down,,
June 28,05:40,05:43:02,847/2808,49,down,,
June 28,05:40,05:43:02,847/2808,54,down,,
June 28,05:40,05:43:02,847/2808,56,down,,
June 28,05:40,05:45:05,1428/2808,52,down,,
June 28,05:40,05:45:05,1428/2808,49,down,,
June 28,05:40,05:45:05,1428/2808,52,down,,
June 28,05:40,05:45:05,1428/2808,57,down,,
June 28,05:40,05:45:05,1428/2808,52,down,,
June 28,05:50,05:54:06,1432/2808,49,down,,
June 28,05:50,05:54:06,1432/2808,52,down,,
June 28,05:30,05:38:41,2431/2800,51,up,,
June 28,05:30,05:38:41,2431/2800,57,up,,
June 28,05:30,05:38:41,2431/2800,55,up,,
June 28,05:30,05:38:41,2431/2800,57,up,,
June 28,05:30,05:38:48,2463/2800,47,up,,
June 28,05:30,05:38:48,2463/2800,47,up,,
June 28,05:30,05:38:52,2485/2800,50,up,,
June 28,05:30,05:38:52,2485/2800,44,up,,
June 28,05:30,05:39:11,2574/2800,45,up,,
June 28,05:30,05:39:11,2574/2800,45,up,,
June 28,05:30,05:39:11,2574/2800,45,up,,
June 28,05:30,05:39:11,2574/2800,49,up,,
June 28,21:30,21:38:39,2423/2805,79,up,otter,
June 28,22:40,22:49:09,1137/2793,48,up,,
June 29,00:00,00:05:58,1671/2799,48,up,,
June 29,00:00,00:07:32,2120/2790,48,up,,
June 29,00:50,00:54:56,1376/2793,50,up,,
June 29,00:50,00:55:25,1512/2793,53,up,,
June 29,00:50,00:55:45,1609/2793,46,up,,
June 29,00:50,00:57:59,2228/2793,46,up,,
June 29,00:50,00:59:35,2676/2793,48,up,,
June 29,01:50,01:50:52,234/2806,50,up,,
June 29,01:50,01:51:40,470/2806,56,up,,
June 29,01:50,01:51:45,492/2806,55,up,,
June 29,01:50,01:52:18,643/2806,52,up,,
June 29,01:50,01:52:18,646/2806,54,up,,
June 29,01:50,01:53:27,967/2806,45,up,,
June 29,01:50,01:53:52,1088/2806,49,up,,
June 29,01:50,01:56:04,1709/2806,55,up,,
June 29,01:50,01:57:13,2031/2806,46,up,,
June 29,01:50,01:57:20,2060/2806,47,up,,
June 29,01:50,01:57:21,2065/2806,59,up,,
June 29,01:00,01:02:18,635/2797,45,up,,
June 29,01:00,01:02:34,703/2797,59,up,,
June 29,01:00,01:03:05,855/2797,45,up,,
June 29,01:00,01:03:22,935/2797,46,up,,
June 29,01:00,01:03:34,984/2797,47,up,,
June 29,01:00,01:04:17,1194/2797,45,up,,
June 29,01:00,01:05:24,1507/2797,45,down,,
June 29,01:00,01:05:36,1562/2797,50,up,,
June 29,01:00,01:08:42,2436/2797,46,up,,
June 29,01:00,01:09:26,2637/2797,45,up,,
June 29,02:20,02:21:34,446/2816,49,up,,
June 29,02:20,02:23:54,1097/2816,54,up,,
June 29,02:20,02:24:32,1274/2816,54,up,,
June 29,02:20,02:24:49,1354/2816,56,up,,
June 29,02:20,02:25:25,1521/2816,49,up,,
June 29,02:20,02:29:50,2768/2816,53,up,,
June 29,02:40,02:43:13,905/2803,48,up,,
June 29,02:40,02:44:09,1167/2803,49,up,,
June 29,02:40,02:45:41,1594/2803,50,up,,
June 29,02:40,02:45:53,1654/2803,54,up,,
June 29,02:40,02:46:34,1853/2803,49,down,,
June 29,02:40,02:47:02,1980/2803,49,↻,,
June 29,02:40,02:49:34,2691/2803,70,down,otter,
June 29,03:00,03:01:39,457/2781,57,up,,
June 29,03:00,03:02:43,753/2781,59,up,,
June 29,03:00,03:05:31,1539/2781,72,up,,
June 29,03:00,03:06:59,1953/2781,53,up,,
June 29,03:00,03:07:25,2069/2781,53,up,,
June 29,03:00,03:09:09,2551/2781,57,up,,
June 29,03:00,03:09:09,2551/2781,56,up,,
June 29,03:40,03:41:35,433/2793,45,down,,
June 29,03:40,03:44:03,1120/2793,58,up,,
June 29,03:40,03:49:22,2613/2793,51,up,,
June 29,04:50,04:51:36,445/2788,48,up,,
June 29,04:50,04:51:36,445/2788,48,up,,
June 29,04:50,04:51:36,445/2788,53,up,,
June 29,04:10,04:11:25,388/2788,54,up,,
June 29,04:10,04:11:25,388/2788,49,up,,
June 29,04:10,04:13:05,860/2788,48,up,,
June 29,04:10,04:13:05,860/2788,45,up,,
June 29,04:10,04:14:48,1192/2788,46,up,,
June 29,04:10,04:14:38,1286/2788,48,down,,
June 29,04:10,04:14:38,1286/2788,45,down,,
June 29,04:10,04:14:49,1329/2788,45,up,,
June 29,04:10,04:14:49,1329/2788,56,up,,
June 29,04:10,04:14:49,1329/2788,57,up,,
June 29,04:10,04:16:33,1816/2788,50,up,,
June 29,04:10,04:16:33,1820/2788,46,up,,
June 29,04:10,04:16:33,1820/2788,48,up,,
June 29,04:10,04:17:50,2180/2788,46,up,,
June 29,04:10,04:18:39,2408/2788,66,up,,
June 29,04:10,04:18:39,2408/2788,51,up,,
June 29,04:10,04:18:39,2408/2788,49,up,,
June 29,23:20,23:22:01,555/2797,51,up,,
June 29,23:20,23:22:01,555/2797,45,up,,
June 29,23:20,23:22:01,555/2797,45,up,,
June 29,23:50,23:56:17,1757/2807,45,up,,
June 29,23:50,23:56:17,1757/2807,48,up,,
June 29,23:50,23:56:17,1757/2807,47,up,,
June 29,23:50,23:57:44,2165/2807,45,up,,
June 29,23:50,23:57:44,2165/2807,46,up,,
June 29,23:50,23:57:44,2169/2807,53,up,,
June 29,23:50,23:57:50,2198/2807,47,up,,
June 30,00:30,00:30:32,133/2797,47,up,,
June 30,00:30,00:31:33,423/2797,47,up,,
June 30,00:20,00:20:48,224/2802,47,up,,
June 30,00:20,00:22:20,654/2802,56,up,,
June 30,00:20,00:22:58,833/2802,59,up,,
June 30,00:20,00:23:02,852/2802,48,up,,
June 30,00:20,00:24:44,1325/2802,60,up,,
June 30,00:20,00:28:45,2448/2802,53,up,,
June 30,01:00,01:03:33,1000/2807,45,up,,
June 30,01:00,01:04:01,1126/2807,54,up,,
June 30,01:00,01:05:38,1588/2807,54,up,,
June 30,01:00,01:05:56,1675/2807,56,up,,
June 30,01:00,01:06:15,1756/2807,53,up,,
June 30,01:00,01:06:48,1915/2807,45,up,,
June 30,01:00,01:07:56,2237/2807,53,up,,
June 30,01:00,01:08:43,2451/2807,71,up,otter,
June 30,01:00,01:08:57,2515/2807,47,up,,
June 30,01:30,01:37:23,2092/2808,47,up,,
June 30,01:30,01:38:39,2428/2808,51,up,,
June 30,01:30,01:39:01,2535/2808,57,up,,
June 30,02:30,02:36:11,1688/2749,57,up,,
June 30,02:30,02:38:54,2448/2749,52,up,,
June 30,02:30,02:39:41,2662/2749,50,up,,
June 30,02:40,02:43:17,915/2806,48,up,,
June 30,02:40,02:45:40,1590/2806,55,up,,
June 30,02:40,02:48:04,2267/2806,49,up,,
June 30,03:50,03:52:39,740/2808,51,up,,
June 30,03:50,03:53:11,894/2808,47,up,,
June 30,03:50,03:54:54,1367/2808,47,up,,
June 30,03:50,03:58:06,2270/2808,51,up,,
June 30,03:50,03:58:12,2302/2808,54,up,,
June 30,03:50,03:58:12,2302/2808,45,up,,
June 30,03:20,03:25:07,1422/2784,54,up,,
June 30,03:20,03:25:52,1628/2784,49,up,,
June 30,03:20,03:27:17,2027/2784,45,up,,
June 30,04:40,04:43:56,1083/2784,51,up,,
June 30,04:40,04:44:35,1267/2784,54,up,,
June 30,04:40,04:44:35,1267/2784,53,up,,
June 30,04:40,04:44:53,1354/2784,45,down,,
June 30,04:40,04:44:53,1354/2784,51,down,,
June 30,04:40,04:44:57,1374/2784,55,down,,
June 30,04:40,04:45:00,1385/2784,54,up,,
June 30,04:40,04:45:01,1390/2784,54,up,,
June 30,04:40,04:45:03,1401/2784,56,up,,
June 30,04:40,04:45:07,1417/2784,52,down,,
June 30,04:40,04:45:09,1425/2784,51,up,,
June 30,04:40,04:45:11,1433/2784,52,down,,
June 30,04:40,04:45:12,1436/2784,52,down,,
June 30,04:30,04:32:18,634/2800,55,up,,
June 30,04:30,04:35:42,1590/2800,52,up,,
June 30,05:00,05:01:52,522/2811,46,up,,
June 30,05:00,05:01:52,522/2811,45,up,,
June 30,05:00,05:08:37,2422/2811,51,up,,
June 30,05:20,05:24:09,1143/2780,86,down,otter,
June 30,05:20,05:24:44,1311/2780,88,up,otter,
June 30,05:20,05:25:57,1646/2780,53,down,,
June 30,05:20,05:25:57,1646/2780,45,down,,
June 30,05:20,05:28:23,2324/2780,69,up,,
June 30,20:00,20:04:06,1136/2773,73,down,,
June 30,20:00,20:04:34,1259/2773,73,↻,,
June 30,21:30,21:36:29,1802/2790,blob,down,,
June 30,23:00,23:04:33,1259/2774,66,up,,
June 30,23:30,23:31:29,419/2802,59,up,,
June 30,23:30,23:34:32,1272/2802,49,up,,
June 30,23:30,23:35:27,1520/2802,45,up,,
June 30,23:30,23:35:27,1520/2802,57,up,,
June 30,23:30,23:35:27,1520/2802,49,up,,
June 30,23:30,23:35:27,1520/2802,45,up,,
June 30,23:30,23:35:30,1532/2802,59,up,,
June 30,23:30,23:35:30,1532/2802,45,up,,
June 30,23:30,23:35:30,1532/2802,48,up,,
June 30,23:30,23:35:30,1532/2802,47,up,,
June 30,23:30,23:35:31,1540/2802,49,up,,
June 30,23:30,23:35:31,1540/2802,48,up,,
June 30,23:30,23:35:31,1540/2802,52,up,,
June 30,23:30,23:35:31,1540/2802,45,up,,
June 30,23:30,23:35:33,1549/2802,49,up,,
June 30,23:30,23:35:35,1557/2802,48,up,,
June 30,23:30,23:35:35,1557/2802,47,up,,
July 1,00:10,00:11:15,348/2784,54,up,,
July 1,00:10,00:11:18,365/2784,49,down,,
July 1,00:10,00:11:26,404/2784,52,up,,
July 1,00:10,00:11:30,423/2784,52,up,,
July 1,00:10,00:12:08,593/2784,45,up,,
July 1,00:10,00:12:33,715/2784,48,up,,
July 1,00:10,00:13:05,859/2789,54,up,,
July 1,00:10,00:13:27,963/2789,52,up,,
July 1,00:10,00:16:35,1842/2789,56,up,,
July 1,00:10,00:19:49,2734/2789,69,up,,
July 1,00:20,00:21:43,470/2776,47,up,,
July 1,00:20,00:24:16,1182/2776,58,up,,
July 1,00:20,00:26:29,1795/2776,53,up,,
July 1,00:20,00:29:12,2551/2776,53,up,,
July 1,01:20,01:23:05,850/2779,51,up,,
July 1,01:20,01:25:06,1401/2779,55,up,,
July 1,01:20,01:26:12,1716/2779,58,up,,
July 1,01:20,01:29:02,2503/2719,47,up,,
July 1,01:00,01:00:11,44/2795,53,up,,
July 1,01:00,01:03:30,976/2795,53,up,,
July 1,01:00,01:03:54,1088/2795,45,up,,
July 1,01:00,01:05:15,1483/2795,51,up,,
July 1,01:00,01:05:43,1596/2795,47,up,,
July 1,01:00,01:05:47,1613/2795,53,up,,
July 1,01:00,01:06:49,1904/2795,46,up,,
July 1,01:00,01:06:54,1925/2795,54,up,,
July 1,01:00,01:07:26,2076/2795,51,up,,
July 1,01:00,01:08:45,2438/2795,46,up,,
July 1,02:10,02:12:11,609/2770,58,up,,
July 1,02:10,02:12:20,653/2770,54,↻,,
July 1,02:10,02:12:39,741/2770,52,up,,
July 1,02:10,02:13:24,944/2770,52,up,,
July 1,02:10,02:14:13,1165/2770,46,up,,
July 1,02:10,02:14:53,1357/2770,53,up,,
July 1,02:10,02:15:45,1597/2770,49,up,,
July 1,02:10,02:18:29,2349/2770,45,up,,
July 1,02:00,02:01:22,376/2779,49,↻,,
July 1,02:00,02:01:34,432/2779,45,down,,
July 1,02:00,02:01:45,485/2779,54,up,,
July 1,02:00,02:02:33,708/2779,56,up,,
July 1,02:00,02:03:16,905/2779,60,up,,
July 1,02:00,02:07:07,1984/2779,60,down,,
July 1,02:00,02:07:35,2113/2779,59,up,,
July 1,03:00,03:03:20,909/2774,54,up,,
July 1,03:00,03:06:20,1755/2774,51,up,,
July 1,03:00,03:06:48,1877/2774,51,up,,
July 1,03:00,03:08:59,2495/2774,52,up,,
July 1,03:10,03:18:34,2390/2792,55,up,,
July 1,03:10,03:19:21,2612/2792,49,up,,
July 1,04:10,04:11:30,415/2796,49,up,,
July 1,04:10,04:11:31,420/2796,56,up,,
July 1,04:10,04:12:07,582/2796,57,up,,
July 1,04:10,04:17:29,2084/2796,52,up,,
July 1,04:10,04:17:41,2145/2796,57,up,,
July 1,04:10,04:17:41,2145/2796,50,up,,
July 1,04:10,04:17:44,2157/2796,49,up,,
July 1,04:10,04:17:47,2171/2796,50,up,,
July 1,04:10,04:17:47,2171/2796,49,up,,
July 1,04:10,04:18:55,2491/2796,50,up,,
July 1,04:30,04:31:32,421/2781,56,up,,
July 1,04:30,04:31:32,421/2781,52,up,,
July 1,04:30,04:31:32,421/2781,52,up,,
July 1,04:30,04:31:32,421/2781,47,up,,
July 1,04:30,04:35:42,1579/2781,52,up,,
July 1,04:30,04:36:04,1683/2781,51,up,,
July 1,04:30,04:36:04,1683/2781,52,up,,
July 1,04:30,04:37:37,2122/2781,45,up,,
July 1,04:30,04:37:47,2166/2781,54,up,,
July 1,04:30,04:37:58,2209/2781,51,down,,
July 1,04:30,04:37:58,2209/2781,51,down,,
July 1,04:30,04:37:58,2209/2781,45,down,,
July 1,04:30,04:37:58,2209/2781,46,down,,
July 1,04:30,04:38:44,2431/2781,58,up,,
July 1,04:30,04:38:44,2431/2781,48,up,,
July 1,04:30,04:38:44,2431/2781,48,up,,
July 1,04:30,04:38:44,2431/2781,49,up,,
July 1,05:10,05:10:52,234/2789,57,up,,
July 1,05:10,05:11:18,350/2789,60,down,,
July 1,05:10,05:11:18,350/2789,54,down,,
July 1,05:10,05:11:18,350/2789,60,down,,
July 1,05:10,05:11:18,350/2789,49,down,,
July 1,05:10,05:18:29,2364/2789,53,up,,
July 1,05:10,05:18:29,2364/2789,55,up,,
July 1,05:10,05:18:29,2364/2789,56,up,,
July 1,23:10,23:18:05,2254/2790,50,up,,
July 2,00:30,00:33:38,1018/2801,52,up,,
July 2,00:30,00:34:11,1175/2801,48,up,,
July 2,00:20,00:21:37,444/2795,52,up,,
July 2,00:20,00:24:07,1147/2795,48,up,,
July 2,00:20,00:24:25,1234/2795,51,up,,
July 2,00:20,00:26:28,1801/2795,48,up,,
July 2,00:20,00:27:06,1977/2795,51,up,,
July 2,00:20,00:29:06,2638/2795,47,up,,
July 2,01:30,01:31:32,415/2783,47,up,,
July 2,01:30,01:34:15,1179/2783,51,up,,
July 2,01:30,01:34:14,1452/2783,50,up,,
July 2,01:30,01:38:33,2380/2783,50,up,,
July 2,01:30,01:39:12,2557/2783,51,up,,
July 2,01:30,01:39:16,2578/2783,45,up,,
July 2,01:10,01:10:44,203/2795,49,up,,
July 2,01:10,01:11:41,469/2795,54,up,,
July 2,01:10,01:11:49,506/2795,53,up,,
July 2,01:10,01:14:03,1127/2795,54,up,,
July 2,01:10,01:14:03,1127/2795,58,up,,
July 2,01:10,01:14:41,1311/2795,57,down,,
July 2,01:10,01:15:07,1430/2795,53,up,,
July 2,01:10,01:15:07,1430/2795,47,up,,
July 2,01:10,01:15:45,1607/2795,47,up,,
July 2,01:10,01:17:25,2065/2795,49,up,,
July 2,01:10,01:18:25,2348/2795,56,up,,
July 2,01:10,01:19:49,2741/2795,50,up,,
July 2,02:30,02:30:16,67/2760,46,up,,
July 2,02:30,02:33:36,1005/2760,52,up,,
July 2,02:30,02:34:02,1127/2760,54,up,,
July 2,02:30,02:34:09,1161/2760,53,up,,
July 2,02:30,02:36:30,1802/2760,52,up,,
July 2,02:30,02:37:01,1937/2760,45,up,,
July 2,02:30,02:38:08,2245/2760,49,up,,
July 2,02:50,02:55:55,1650/2760,57,up,,
July 2,03:30,03:31:21,361/2749,52,up,,
July 2,03:30,03:36:00,1738/2749,45,down,,
July 2,03:00,03:01:03,291/2803,58,up,,
July 2,03:00,03:01:41,470/2803,51,down,,
July 2,03:00,03:04:42,1310/2803,65,up,,
July 2,03:00,03:05:05,1426/2803,58,up,,
July 2,03:00,03:05:08,1439/2803,54,down,,
July 2,03:00,03:08:47,2465/2803,50,up,,
July 2,04:30,04:31:45,477/2790,50,up,,
July 2,04:30,04:32:17,631/2790,46,up,,
July 2,04:30,04:39:07,2552/2790,61,up,,
July 2,04:30,04:39:13,2577/2790,45,up,,
July 2,04:30,04:39:14,2580/2790,45,up,,
July 2,04:30,04:39:18,2596/2790,55,up,,
July 2,04:30,04:39:45,2725/2790,48,up,,
July 2,04:00,04:02:33,712/2763,49,NA,,
July 2,04:00,04:05:02,1393/2763,58,NA,,
July 2,04:00,04:07:22,2027/2763,48,NA,,
July 2,04:00,04:07:45,2142/2763,57,NA,,
July 2,05:20,05:21:37,448/2755,45,NA,,
