Date,Timefile,Time,Frame,Size (cm),Direction,Notes
9-May,10:30,10:39:19,2650/2842,87,up,
10-May,13:40,13:44:51,1364/2824,118,down,otter
17-May,16:30,09:42:16,636/2830,47,up,
19-May,07:40,16:34:09,1172/2810,67,up,otter
20-May,08:10,08:14:12,1088/2810,53,down,otter
24-May,08:10,08:16:23,1172/2803,111,up,
27-May,07:10,07:16:13,1775/2782,59,up,otter
27-May,07:10,07:16:14,1746/2798,58,up,
27-May,09:20,09:27:45,2140/2770,47,up,
28-May,19:30,19:37:56,2182/2753,85,down,otter
28-May,19:30,19:39:30,2620/2753,52,up,
30-May,12:40,12:40:24,99/2747,86,up,otter
30-May,18:40,18:43:48,1036/2748,74,down,otter
31-May,07:40,07:47:54,2170/2736,62,up,otter
31-May,19:00,19:07:24,2027/2739,116,down,otter
24-June,08:20,08:20:43,190/2806,50,up,
25-June,17:10,17:14:44,1317/2802,76,up,otter
27-June,08:50,08:56:53,1920/2801,51,up,
27-June,08:50,08:56:58,1946/2801,49,up,
27-June,14:20,14:20:06,20/2800,52,up,
27-June,14:20,14:20:06,20/2800,49,up,
27-June,14:20,14:20:06,20/2800,47,up,
27-June,14:20,14:20:06,20/2800,47,up,
27-June,14:20,14:20:07,23/2800,50,up,
28-June,14:00,14:05:44,1607/2814,93,down,otter
29-June,16:10,16:15:51,1628/2791,90,up,otter
30-June,09:10,09:12:11,613/2814,60,down,
30-June,09:10,09:13:07,874/2814,53,up,
30-June,09:10,09:13:58,1115/2814,60,down,
30-June,09:10,09:15:20,1504/2814,66,up,
27-July,00:10,12:10:21,72/2755,47,up,
27-July,00:10,12:12:58,815/2755,56,up,
27-July,00:10,12:13:53,1060/2755,53,up,
27-July,00:10,12:14:20,1190/2755,52,up,
27-July,00:10,12:14:44,1294/2755,58,up,
27-July,00:30,12:34:12,1167/2791,54,up,
27-July,00:30,12:35:36,1563/2791,48,up,
27-July,00:30,12:35:36,1563/2791,59,up,
27-July,00:30,12:37:19,2035/2791,64,up,
27-July,00:30,12:38:09,2274/2791,50,up,
27-July,00:30,12:38:36,2396/2791,51,up,
27-July,00:30,12:38:50,2466/2791,47,down,
27-July,00:30,12:39:06,2545/2791,61,up,
27-July,00:30,12:39:31,2652/2791,51,up,
27-July,01:00,01:02:08,596/2789,76,down,otter
27-July,01:30,01:37:09,1994/2782,49,up,
27-July,02:00,02:00:47,214/2775,60,up,
27-July,02:00,02:03:35,997/2775,55,up,
27-July,02:10,02:19:21,2606/2793,52,up,
27-July,03:50,03:52:26,673/2792,51,up,
27-July,03:50,03:53:31,983/2792,62,up,
27-July,03:50,03:55:20,1481/2792,51,up,
27-July,03:50,03:55:37,1560/2792,46,up,
27-July,03:50,03:59:11,2559/2792,48,up,
27-July,04:10,04:12:41,753/2774,52,up,
27-July,04:50,04:50:36,153/2783,47,up,
27-July,04:50,04:50:36,153/2783,55,up,
27-July,04:50,04:51:49,500/2783,56,up,
27-July,04:50,04:51:58,545/2783,46,up,
27-July,04:50,04:51:58,545/2783,51,up,
27-July,04:50,04:55:08,1419/2783,61,up,
27-July,04:50,04:55:31,1531/2783,52,up,
27-July,04:50,04:57:09,1977/2783,50,up,
27-July,04:50,04:57:09,1977/2783,51,up,
27-July,04:50,04:57:09,1977/2783,56,up,
27-July,04:50,05:23:55,1072/2774,47,down,
27-July,05:20,05:28:30,2335/2774,46,up,
27-July,05:20,05:28:40,2404/2774,66,up,
27-July,05:20,05:28:44,2424/2774,55,up,
27-July,05:20,05:40:44,204/2801,51,up,
27-July,05:40,05:43:52,1086/2801,48,up,
27-July,05:40,05:43:52,1086/2801,50,up,
27-July,05:40,05:44:08,1157/2801,80,up,
27-July,05:40,05:44:38,1298/2801,52,up,
27-July,05:40,05:46:11,1737/2801,67,up,
27-July,03:50,03:52:26,673/2792,51,up,
27-July,03:50,03:53:31,983/2792,62,up,
27-July,03:50,03:55:20,1481/2792,51,up,
27-July,03:50,03:55:37,1560/2792,46,up,
27-July,03:50,03:59:11,2559/2792,48,up,
27-July,04:10,04:12:41,753/2774,52,up,
27-July,04:50,04:50:36,153/2783,47,up,
27-July,04:50,04:50:36,153/2783,55,up,
27-July,04:50,04:51:49,500/2783,56,up,
27-July,04:50,04:51:58,545/2783,46,up,
27-July,04:50,04:51:58,545/2783,51,up,
27-July,04:50,04:55:08,1419/2783,61,up,
27-July,04:50,04:55:31,1531/2783,52,up,
27-July,04:50,04:57:09,1977/2783,50,up,
27-July,04:50,04:57:09,1977/2783,51,up,
27-July,04:50,04:57:09,1977/2783,56,up,
27-July,05:20,05:23:55,1072/2774,47,down,
27-July,05:20,05:28:30,2355/2774,46,up,
27-July,05:20,05:28:40,2404/2774,66,up,
27-July,05:20,05:28:44,2424/2774,55,up,
27-July,05:40,05:40:44,204/2801,51,up,
27-July,05:40,05:43:52,1086/2801,48,up,
27-July,05:40,05:43:52,1086/2801,50,up,
27-July,05:40,05:44:08,1157/2801,80,up,
27-July,05:40,05:44:38,1298/2801,52,up,
27-July,05:40,05:46:11,1737/2801,67,up,
27-July,06:40,06:41:33,434/2789,86,up,
27-July,06:20,06:20:22,99/2799,47,down,
27-July,07:40,07:46:48,1879/2783,91,up,
27-July,07:40,07:46:48,1879/2783,59,up,
27-July,09:30,07:46:47,1875/2783,48,up,
27-July,09:30,09:30:04,17/2805,54,up,
27-July,09:00,09:30:04,17/2805,60,up,
27-July,09:00,09:00:45,196/2769,50,up,
27-July,09:00,09:00:45,196/2769,60,up,
27-July,09:00,09:00:45,196/2769,61,up,
27-July,09:00,09:00:45,196/2769,64,up,
27-July,09:00,09:00:45,196/2769,58,up,
27-July,09:00,09:00:45,196/2769,58,up,
27-July,09:00,09:00:45,196/2769,51,up,
27-July,09:00,09:00:45,196/2769,50,up,
27-July,09:00,09:00:45,196/2769,57,up,
27-July,09:00,09:00:45,196/2769,61,up,
27-July,09:00,09:00:45,196/2769,60,up,
27-July,09:00,09:00:45,196/2769,57,up,
27-July,09:00,09:00:45,196/2769,46,up,
27-July,09:00,09:00:45,196/2769,50,up,
27-July,09:00,09:00:48,211/2769,46,up,
27-July,09:00,09:00:52,232/2769,52,up,
27-July,09:00,09:04:17,1185/2769,50,up,
27-July,09:00,09:04:18,1190/2769,45,up,
27-July,09:00,09:06:24,1763/2769,52,up,
27-July,09:00,09:06:25,1769/2769,50,up,
27-July,09:00,09:09:19,2579/2769,54,up,
27-July,10:00,10:02:34,720/2802,62,up,
27-July,10:00,10:02:34,720/2802,59,down,
27-July,10:00,10:02:33,719/2802,50,down,
27-July,10:00,10:02:38,743/2802,50,down,
27-July,10:00,10:03:22,935/2802,81,up,
27-July,10:00,10:03:28,965/2802,53,up,
27-July,10:00,10:06:09,1728/2802,87,down,
27-July,14:40,14:42:19,639/2810,56,up,
27-July,14:40,14:42:19,639/2810,61,up,
27-July,14:40,14:41:26,396/2810,52,up,
27-July,14:20,14:24:48,1344/2810,69,up,
27-July,15:20,15:23:43,1043/2794,64,down,
27-July,15:20,15:24:57,1383/2794,60,up,
27-July,16:50,16:58:29,2397/2818,69,up,
27-July,16:50,16:58:29,2399/2818,55,up,
27-July,16:50,16:58:29,2399/2818,47,up,
27-July,16:50,16:58:29,2399/2818,64,up,
27-July,16:50,16:58:29,2399/2818,79,up,
27-July,16:50,16:58:29,2399/2818,56,up,
27-July,17:00,17:01:21,308/2824,98,up,
27-July,17:00,17:04:48,1356/2824,48,up,
27-July,18:20,18:20:09,38/2808,50,up,
27-July,18:20,18:20:09,38/2808,63,up,
27-July,18:20,18:23:33,996/2808,55,up,
27-July,18:20,18:23:33,997/2808,52,up,
27-July,18:20,18:23:33,997/2808,60,up,
27-July,18:20,18:23:43,1043/2808,94,up,
27-July,18:20,18:23:49,1063/2808,65,up,
27-July,19:50,19:52:17,641/2804,67,up,
27-July,19:50,19:52:17,641/2804,76,up,
27-July,19:50,19:52:18,645/2804,66,up,
27-July,19:50,19:52:17,641/2804,63,up,
27-July,19:50,19:55:31,1546/2804,50,up,
27-July,19:50,19:55:31,1546/2804,65,up,
27-July,19:50,19:55:32,1552/2804,60,up,
27-July,19:50,19:58:16,2321/2804,79,up,
27-July,21:40,21:49:51,2768/2805,93,up,
27-July,22:20,22:23:26,955/2800,58,up,
27-July,22:20,22:26:44,1887/2800,57,up,
27-July,22:20,22:26:58,1952/2800,76,up,
27-July,22:00,22:02:15,626/2809,55,up,
27-July,22:00,22:03:14,898/2809,91,up,
27-July,23:00,23:00:05,17/2813,68,down,
27-July,23:00,23:00:42,192/2813,55,up,
27-July,23:00,23:00:55,250/2813,61,up,
27-July,23:00,23:00:58,265/2813,56,up,
27-July,23:00,23:00:59,269/2813,61,up,
27-July,23:00,23:01:05,297/2813,64,up,
27-July,23:00,23:01:05,295/2813,68,up,
27-July,23:00,23:01:04,292/2813,53,up,
27-July,23:00,23:03:32,995/2813,54,up,
27-July,23:00,23:03:42,1041/2813,83,up,
27-July,23:00,23:03:53,1095/2813,91,up,
27-July,23:00,23:04:31,1271/2813,49,up,
27-July,23:00,23:04:39,1306/2813,50,up,
27-July,23:00,23:06:26,1805/2813,51,up,
27-July,23:00,23:06:26,1805/2813,66,up,
27-July,23:00,23:07:14,2034/2813,49,up,
27-July,23:00,23:07:14,2034/2813,62,up,
27-July,23:00,23:07:29,2102/2813,60,up,
27-July,23:00,23:08:34,2408/2813,54,up,
27-July,23:00,23:09:17,2616/2813,70,up,
27-July,23:00,23:09:48,2758/2813,59,up,
27-July,23:00,23:09:48,2758/2813,48,up,
27-July,23:30,23:30:48,210/2797,75,up,
27-July,23:30,23:32:32,704/2797,49,up,
27-July,23:30,23:33:15,904/2797,57,up,
27-July,23:30,23:34:09,1154/2797,58,up,
27-July,23:30,23:35:01,1400/2797,62,up,
27-July,23:30,23:38:01,2239/2797,58,up,
27-July,23:30,23:38:57,2500/2797,51,up,
28-July,00:50,00:52:11,612/2786,74,down,
28-July,00:50,00:53:41,1021/2786,46,up,
28-July,00:50,00:59:48,2736/2786,51,up,
28-July,00:50,00:59:49,2742/2786,66,up,
28-July,00:20,00:20:12,47/2794,50,up,
28-July,00:20,00:21:37,437/2794,55,down,
28-July,00:20,00:21:54,522/2794,56,up,
28-July,00:20,00:23:55,1083/2794,47,up,
28-July,00:20,00:24:32,1257/2794,56,up,
28-July,00:20,00:24:36,1276/2794,61,up,
28-July,00:20,00:24:56,1371/2794,50,up,
28-July,00:20,00:25:02,1399/2794,55,up,
28-July,01:50,01:50:48,219/2810,46,up,
28-July,01:50,01:51:57,537/2810,61,up,
28-July,01:50,01:56:40,1872/2810,51,up,
28-July,01:50,01:58:56,2511/2810,52,down,
28-July,01:10,01:10:03,3/2788,51,up,
28-July,01:10,01:10:40,175/2788,53,up,
28-July,01:10,01:12:53,791/2788,51,up,
28-July,01:10,01:13:37,1003/2788,46,up,
28-July,01:10,01:14:19,1195/2788,49,up,
28-July,01:10,01:15:17,1470/2788,70,up,
28-July,01:10,01:15:40,1581/2788,53,up,
28-July,01:10,01:18:23,2335/2788,50,up,
28-July,02:10,02:16:39,1866/2801,56,up,
28-July,02:50,02:50:03,4/2801,63,up,
28-July,02:50,02:51:59,544/2806,48,up,
28-July,02:50,02:52:58,822/2806,62,up,
28-July,02:50,02:58:12,2300/2806,47,up,
28-July,02:50,02:59:47,2745/2806,50,up,
28-July,02:50,02:59:36,2691/2806,56,up,
28-July,03:00,03:00:06,21/2810,51,up,
28-July,03:00,03:00:07,28/2810,56,up,
28-July,03:00,03:02:43,753/2810,47,up,
28-July,03:00,03:03:49,1067/2810,46,up,
28-July,03:00,03:05:19,1492/2810,55,up,
28-July,03:00,03:07:53,2217/2810,51,up,
28-July,03:00,03:07:50,2200/2810,53,up,
28-July,03:10,03:11:54,525/2800,50,up,
28-July,03:10,03:12:42,746/2800,45,down,
28-July,03:10,03:13:23,938/2800,49,up,
28-July,03:10,03:17:24,2077/2800,56,down,
28-July,03:10,03:19:39,2711/2800,48,up,
28-July,04:20,04:20:57,261/2804,54+,up,
28-July,04:20,04:23:09,885/2804,47,up,
28-July,04:00,04:00:10,37/2792,63,up,
28-July,04:00,04:03:16,907/2792,56,up,
28-July,04:00,04:09:06,2541/2792,50,up,
28-July,05:00,05:00:02,4/2803,52,up,
28-July,05:00,05:00:07,26/2803,45+,up,
28-July,05:00,05:02:40,736/2803,48,down,
28-July,05:00,05:04:19,1198/2803,63,down,
28-July,05:00,05:06:36,1847/2803,70,up,
28-July,05:00,05:06:36,1846/2803,48,up,
28-July,05:00,05:06:37,1851/2803,50,up,
28-July,05:00,05:07:45,2169/2803,51,up,
28-July,05:20,05:20:08,30/2813,65,up,
28-July,05:20,05:20:54,248/2813,62,up,
28-July,05:20,05:24:05,1152/2813,51,down,
28-July,05:20,05:24:04,1147/2813,53,down,
28-July,05:20,05:24:04,1147/2813,52,down,
28-July,05:20,05:25:20,1504/2813,53,up,
28-July,05:20,05:28:02,2262/2813,58,down,
28-July,05:20,05:28:02,2258/2813,45,down,
28-July,05:20,05:28:02,2259/2813,48,down,
28-July,05:20,05:29:57,2799/2813,58,up,
28-July,05:20,05:29:57,2799/2813,49,up,
28-July,05:20,05:29:57,2799/2813,54,up,
28-July,05:20,05:29:57,2799/2813,50,up,
28-July,06:00,06:00:36,166/2794,52,up,
28-July,06:00,06:01:18,353/2794,58,down,
28-July,06:00,06:01:18,353/2794,48,down,
28-July,06:00,06:01:18,353/2794,55,down,
28-July,06:00,06:01:18,353/2794,46,down,
28-July,06:00,06:04:54,1363/2794,48,up,
28-July,06:00,06:05:34,1545/2794,53,up,
28-July,06:00,06:05:34,1545/2794,55,up,
28-July,06:00,06:09:00,2516/2794,48,up,
28-July,06:00,06:08:59,2511/2794,52,up,
28-July,06:00,06:08:59,2511/2794,48,up,
28-July,06:00,06:08:59,2514/2794,47,up,
28-July,06:00,06:08:59,2514/2794,55,up,
28-July,06:00,06:08:59,2514/2794,47,up,
28-July,06:00,06:08:59,2514/2794,53,up,
28-July,06:00,06:08:59,2514/2794,45,up,
28-July,06:00,06:08:59,2514/2794,52,up,
28-July,06:00,06:08:59,2514/2794,56,up,
28-July,06:00,06:08:59,2514/2794,52,up,
28-July,06:00,06:09:00,2516/2794,50,up,
28-July,06:00,06:09:01,2524/2794,52,up,
28-July,06:00,06:09:15,2588/2794,51,up,
28-July,06:00,06:09:17,2599/2794,52,up,
28-July,06:00,06:09:16,2597/2794,49,up,
28-July,06:10,06:10:03,9/2816,54,up,
28-July,06:10,06:10:03,9/2816,52,up,
28-July,06:10,06:18:30,2395/2816,72,up,
28-July,06:10,06:18:31,2399/2816,45,up,
28-July,06:10,06:19:59,2811/2816,45,up,
28-July,06:10,06:19:59,2812/2816,46,up,
28-July,06:10,06:19:59,2812/2816,52,up,
28-July,06:10,06:19:59,2812/2816,53,up,
28-July,06:10,06:19:59,2812/2816,57,up,
28-July,06:10,06:19:59,2811/2816,46,up,
28-July,07:20,07:01:01,281/2778,47,up,
28-July,08:40,08:41:32,421/2784,58,up,
28-July,08:40,08:41:32,421/2784,52,up,
28-July,08:40,08:41:32,421/2784,51,up,
28-July,08:40,08:41:32,421/2784,50,up,
28-July,08:40,08:47:33,2097/2984,81,up,
28-July,08:40,08:47:33,2097/2984,72,up,
28-July,10:40,10:45:24,1510/2807,71,up,
28-July,10:30,10:33:47,1047/2809,64,up,
28-July,11:40,11:49:17,2602/2796,58,up,
28-July,11:40,11:49:16,2596/2796,49,up,
28-July,11:40,11:49:58,2792/2796,58,down,
28-July,11:40,11:49:58,2792/2796,51,down,
28-July,11:40,11:49:59,2795/2796,46,down,
28-July,11:40,11:49:58,2792/2796,52,down,
28-July,11:50,11:50:02,4/2801,54,up,
28-July,11:50,11:50:02,4/2801,49,up,
28-July,11:50,11:50:03,9/2801,48,up,
28-July,11:50,11:50:02,1/2801,58,up,
28-July,11:50,11:50:09,36/2801,46,up,
28-July,11:50,11:50:09,36/2801,49,up,
28-July,11:50,11:50:09,36/2801,62,up,
28-July,11:50,11:50:09,36/2801,53,up,
28-July,11:50,11:50:09,36/2801,49,up,
28-July,11:50,11:50:09,37/2801,47,up,
28-July,11:50,11:50:10,39/2801,54,up,
28-July,11:50,11:50:11,42/2801,56,up,
28-July,11:50,11:50:11,44/2801,51,up,
28-July,11:50,11:52:51,796/2801,56,down,
28-July,11:50,11:52:51,796/2801,50,down,
28-July,11:50,11:52:51,796/2801,53,down,
28-July,11:50,11:55:17,1470/2801,49,down,
28-July,11:50,11:55:17,1470/2801,55,down,
28-July,11:50,11:55:17,1470/2801,58,down,
28-July,11:50,11:55:17,1470/2801,65,down,
28-July,11:50,11:55:17,1470/2801,46,down,
28-July,11:50,11:56:13,1741/2801,67,up,
28-July,11:50,11:56:13,1741/2801,71,up,
28-July,11:50,11:56:13,1741/2801,62,up,
28-July,11:50,11:56:13,1741/2801,57,up,
28-July,11:50,11:56:13,1743/2801,81,up,
28-July,12:50,12:57:27,2095/2803,77,up,
28-July,12:50,12:57:30,2106/2805,73,up,
28-July,12:50,12:57:30,2106/2805,71,up,
28-July,12:50,12:57:31,2111/2803,73,up,
28-July,12:50,12:58:12,2333/2803,70,up,
28-July,13:20,13:24:05,1138/2805,64,up,
28-July,13:40,13:40:53,245/2817,61,up,
28-July,13:40,13:40:53,245/2817,56,up,
28-July,13:40,13:40:53,246/2817,49,up,
28-July,13:40,13:40:53,246/2817,57,up,
28-July,13:40,13:40:53,245/2817,45,up,
28-July,13:40,13:42:45,756/2817,45,down,
28-July,13:40,13:47:55,2230/2814,83,up,
28-July,14:10,14:13:06,850/2774,51,down,
28-July,14:10,14:13:06,850/2774,46,down,
28-July,14:10,14:13:06,850/2774,45,down,
28-July,14:10,14:13:08,861/2774,48,down,
28-July,14:10,14:13:08,861/2774,46,down,
28-July,14:10,14:13:08,861/2774,73,down,
28-July,14:10,14:13:08,861/2774,45,down,
28-July,14:10,14:13:09,863/2774,50,down,
28-July,14:10,14:13:10,868/2774,59,down,
28-July,14:10,14:13:10,868/2774,46,down,
28-July,14:10,14:13:12,879/2774,48,down,
28-July,14:10,14:13:12,879/2774,51,down,
28-July,14:10,14:13:12,879/2774,55,down,
28-July,14:10,14:13:12,880/2774,48,down,
28-July,14:10,14:13:13,881/2774,45,down,
28-July,14:10,14:13:17,901/2774,46,up,
28-July,14:10,14:13:11,872/2774,48,up,
28-July,14:10,14:13:58,1091/2774,56,up,
28-July,14:10,14:13:58,1092/2774,50,up,
28-July,14:10,14:14:37,1272/2774,45,up,
28-July,14:10,14:14:37,1279/2774,53,up,
28-July,14:10,14:14:38,1283/2774,49,up,
28-July,14:10,14:14:38,1283/2774,55,up,
28-July,14:10,14:14:38,1283/2774,45,up,
28-July,14:10,14:14:39,1287/2774,47,up,
28-July,14:10,14:14:58,1369/2774,67,down,
28-July,14:10,14:14:58,1369/2774,58,down,
28-July,14:10,14:14:58,1369/2774,67,down,
28-July,14:10,14:14:58,1369/2774,60,down,
28-July,14:10,14:14:57,1365/2774,48,down,
28-July,14:10,14:15:35,1552/2774,51,up,
28-July,14:10,14:15:35,1552/2774,45,up,
28-July,14:10,14:15:35,1550/2774,46,up,
28-July,14:10,14:15:39,1568/2774,59,up,
28-July,14:10,14:15:39,1568/2774,55,up,
28-July,14:10,14:15:39,1568/2774,64,up,
28-July,14:10,14:15:39,1569/2774,45,up,
28-July,14:10,14:15:40,1575/2774,52,up,
28-July,14:10,14:15:42,1581/2774,49,up,
28-July,14:10,14:15:42,1583/2774,54,up,
28-July,14:10,14:15:44,1589/2774,61,up,
28-July,14:10,14:15:50,1613/2774,47,up,
28-July,14:10,14:15:51,1619/2774,58,up,
28-July,14:10,14:16:09,1702/2774,54,up,
28-July,14:10,14:17:43,2142/2774,68,up,
28-July,14:10,14:17:48,2166/2774,50,up,
28-July,14:10,14:17:51,2182/2774,70,up,
28-July,14:10,14:17:52,2183/2774,68,up,
28-July,14:10,14:17:52,2183/2774,55,up,
28-July,14:10,14:17:54,2192/2774,58,up,
28-July,14:10,14:17:56,2204/2774,67,up,
28-July,14:10,14:17:57,2207/2774,49,up,
28-July,14:10,14:17:59,2212/2774,81,up,
28-July,14:10,14:17:59,2212/2774,74,up,
28-July,14:10,14:18:05,2235/2774,58,up,
28-July,14:10,14:18:05,2236/2774,68,up,
28-July,14:10,14:18:08,2249/2774,57,up,
28-July,14:10,14:18:36,2383/2774,51,down,
28-July,14:10,14:19:31,2635/2774,70,up,
28-July,14:00,14:00:16,65/2781,90,up,
28-July,14:00,14:00:56,246/2781,64,up,
28-July,14:00,14:00:56,246/2781,50,up,
28-July,14:00,14:01:59,531/2781,79,up,
28-July,14:00,14:01:59,531/2781,79,down,
28-July,14:00,14:04:50,1337/2781,53,down,
28-July,14:00,14:05:04,1404/2781,48,down,
28-July,14:00,14:05:04,1404/2781,64,down,
28-July,14:00,14:05:05,1406/2781,50,down,
28-July,14:00,14:05:12,1437/2781,52,down,
28-July,14:00,14:05:12,1437/2781,49,down,
28-July,14:00,14:05:12,1438/2781,54,down,
28-July,14:00,14:07:59,2211/2781,51,up,
28-July,14:00,14:08:06,2244/2781,55,up,
28-July,14:00,14:08:11,2269/2781,52,up,
28-July,15:50,15:57:35,2125/2810,70,up,
28-July,15:50,15:57:42,2158/2810,76,up,
28-July,15:20,15:23:43,1022/2810,83,up,
28-July,15:20,15:26:11,1717/2788,78,up,
28-July,15:20,15:26:11,1719/2788,74,up,
28-July,16:20,16:25:01,1390/2798,71,up,
28-July,16:20,16:27:34,2114/2798,69,up,
28-July,16:20,16:27:34,2114/2798,63,up,
28-July,17:10,17:11:00,274/2808,77,down,
28-July,17:10,17:11:06,304/2808,82,up,
28-July,18:00,18:04:54,1377/2816,57,up,
28-July,18:00,18:04:58,1394/2816,46,up,
28-July,18:00,18:04:58,1394/2816,51,up,
28-July,18:00,18:04:57,1389/2816,51,up,
28-July,18:00,18:04:57,1391/2816,48,up,
28-July,18:00,18:05:02,1413/2816,53,up,
28-July,18:00,18:05:02,1413/2816,51,up,
28-July,18:00,18:05:02,1413/2816,52,up,
28-July,18:00,18:05:02,1413/2816,52,up,
28-July,18:00,18:05:02,1413/2816,49,up,
28-July,18:00,18:05:02,1413/2816,48,up,
28-July,18:00,18:05:02,1413/2816,49,up,
28-July,18:00,18:05:02,1415/2816,45,up,
28-July,18:00,18:05:04,1422/2816,53,up,
28-July,18:00,18:05:10,1451/2816,64,up,
28-July,18:00,18:06:24,1804/2816,60,up,
28-July,18:00,18:09:50,2774/2816,90,down,
28-July,18:00,18:09:54,2791/2816,80,up,
28-July,22:00,22:04:54,1374/2798,48,down,
28-July,22:00,22:04:51,1361/2798,54,down,
28-July,22:00,22:04:54,1377/2798,51,down,
28-July,22:50,22:50:01,2/2809,72,down,
28-July,22:50,22:50:05,19/2809,77,down,
28-July,22:50,22:50:17,76/2809,60,up,
28-July,22:50,22:50:48,214/2809,52,down,
28-July,22:50,22:50:52,234/2809,57,up,
28-July,22:50,22:51:20,373/2809,45,up,
28-July,22:50,22:52:11,610/2809,61,up,
28-July,22:50,22:52:13,618/2809,46,up,
28-July,22:50,22:52:40,743/2809,63,up,
28-July,22:50,22:52:49,784/2809,54,up,
28-July,22:50,22:54:05,1143/2809,53,up,
28-July,22:50,22:54:18,1204/2809,58,up,
28-July,22:50,22:54:32,1273/2809,51,up,
28-July,22:50,22:54:38,1300/2809,52,up,
28-July,22:50,22:54:38,1303/2809,57,up,
28-July,22:50,22:54:31,1268/2809,45,up,
28-July,22:50,22:54:45,1337/2809,51,down,
28-July,22:50,22:54:54,1371/2809,53,up,
28-July,22:50,22:54:49,1354/2809,49,up,
28-July,22:50,22:54:49,1354/2809,57,up,
28-July,22:50,22:54:49,1354/2809,49,up,
28-July,22:50,22:54:50,1355/2809,56,down,
28-July,22:50,22:55:21,1503/2809,49,up,
28-July,22:50,22:55:41,1398/2809,57,up,
28-July,22:50,22:56:24,1799/2809,60,up,
28-July,22:50,22:56:09,1726/2809,56,up,
28-July,22:50,22:57:04,1980/2809,51,up,
28-July,22:50,22:57:07,1991/2809,45,up,
28-July,22:50,22:57:07,1991/2809,57,up,
28-July,22:50,22:57:24,2073/2809,58,up,
28-July,22:50,22:58:16,2315/2809,63,up,
28-July,22:50,22:58:48,2471/2809,47,up,
28-July,22:50,22:58:48,2471/2809,50,up,
28-July,23:00,23:00:03,10/2802,47,up,
28-July,23:00,23:00:03,10/2802,50,up,
28-July,23:00,23:00:03,10/2802,53,up,
28-July,23:00,23:00:04,17/2802,50,up,
28-July,23:00,23:00:07,29/2802,63,up,
28-July,23:00,23:00:24,105/2802,56,up,
28-July,23:00,23:00:18,77/2802,50,down,
28-July,23:00,23:01:04,300/2802,47,up,
28-July,23:00,23:01:39,456/2802,54,up,
28-July,23:00,23:01:39,456/2802,52,up,
28-July,23:00,23:02:29,687/2802,45,up,
28-July,23:00,23:02:29,687/2802,49,up,
28-July,23:00,23:03:08,878/2802,52,up,
28-July,23:00,23:03:08,878/2802,46,up,
28-July,23:00,23:03:08,877/2802,51,up,
28-July,23:00,23:03:27,958/2802,48,up,
28-July,23:00,23:04:06,1146/2802,47,up,
28-July,23:00,23:04:54,1369/2802,48,up,
28-July,23:00,23:06:00,1682/2802,51,up,
28-July,23:00,23:06:00,1682/2802,60,up,
28-July,23:00,23:06:18,1767/2802,65,up,
28-July,23:00,23:07:18,2052/2802,55,up,
28-July,23:00,23:07:31,2115/2802,49,up,
28-July,23:00,23:07:34,2128/2802,48,up,
28-July,23:00,23:07:49,2195/2802,51,up,
28-July,23:00,23:09:00,2526/2802,60,up,
28-July,23:00,23:09:45,2742/2802,64,up,
28-July,23:20,23:20:04,16/2811,54,up,
28-July,23:20,23:20:23,102/2811,53,up,
28-July,23:20,23:22:10,602/2811,50,up,
28-July,23:20,23:22:19,649/2811,49,up,
28-July,23:20,23:22:30,704/2811,53,up,
28-July,23:20,23:23:01,840/2811,71,up,
28-July,23:20,23:23:54,1089/2811,54,up,
28-July,23:20,23:23:36,1010/2811,51,up,
28-July,23:20,23:25:00,1401/2811,54,down,
28-July,23:20,23:25:08,1437/2811,46,down,
28-July,23:20,23:25:24,1513/2811,54,up,
28-July,23:20,23:27:33,2117/2811,47,up,
28-July,23:20,23:27:51,2207/2811,72,up,
28-July,23:20,23:29:07,2562/2811,51,up,
28-July,23:20,23:29:26,2651/2811,53,up,
28-July,23:20,23:29:46,2748/2811,45,up,
28-July,23:20,23:29:40,2715/2811,49,up,
29-July,00:20,00:20:18,77/2800,65,down,
29-July,00:20,00:20:18,77/2800,51,up,
29-July,00:20,00:20:37,169/2800,47,up,
29-July,00:20,00:21:08,310/2800,50,up,
29-July,00:20,00:21:48,503/2800,50,up,
29-July,00:20,00:22:40,748/2800,55,down,
29-July,00:20,00:22:23,711/2800,49,up,
29-July,00:20,00:22:36,725/2800,49,up,
29-July,00:20,00:22:30,700/2800,52,up,
29-July,00:20,00:22:49,787/2800,53,up,
29-July,00:20,00:23:07,863/2800,55,up,
29-July,00:20,00:23:15,900/2800,54,up,
29-July,00:20,00:23:21,932/2800,48,up,
29-July,00:20,00:23:21,932/2800,47,up,
29-July,00:20,00:23:44,1044/2800,45,up,
29-July,00:20,00:23:50,1071/2800,50,down,
29-July,00:20,00:24:39,1301/2800,52,up,
29-July,00:20,00:24:30,1260/2800,50,up,
29-July,00:20,00:24:56,1385/2800,45,up,
29-July,00:20,00:25:40,1591/2800,51,up,
29-July,00:20,00:25:36,1568/2800,45,up,
29-July,00:20,00:27:00,1963/2800,50,up,
29-July,00:20,00:28:02,2255/2800,50,up,
29-July,00:20,00:28:44,2449/2800,55,up,
29-July,00:20,00:28:47,2460/2800,58,up,
29-July,00:20,00:28:59,2518/2800,51,up,
29-July,00:20,00:29:24,2635/2800,52,up,
